,symbol,date,open,high,low,close,volume,marketCap
0,RBUNNY,"Oct 20, 2021",$0.0006858,$0.0007237,$0.0006832,$0.0007169,"$25,063",$0
1,RBUNNY,"Oct 19, 2021",$0.0005923,$0.0006871,$0.00059,$0.0006855,"$28,628",$0
2,RBUNNY,"Oct 18, 2021",$0.0005448,$0.0005932,$0.0005421,$0.000592,"$12,879",$0
3,RBUNNY,"Oct 17, 2021",$0.0005185,$0.0005449,$0.0005132,$0.0005449,"$15,911",$0
4,RBUNNY,"Oct 16, 2021",$0.0004864,$0.0005191,$0.0004827,$0.0005191,"$13,643",$0
5,RBUNNY,"Oct 15, 2021",$0.0004816,$0.0004898,$0.0004671,$0.0004866,$0,$0
6,RBUNNY,"Oct 14, 2021",$0.0003518,$0.0004912,$0.0003507,$0.0004815,"$24,591",$0
7,RBUNNY,"Oct 11, 2021",$0.0003035,$0.0003167,$0.0003027,$0.0003154,$0,$0
8,RBUNNY,"Oct 10, 2021",$0.0003157,$0.0003169,$0.000303,$0.0003039,$0,$0
9,RBUNNY,"Oct 09, 2021",$0.0003143,$0.0003194,$0.000313,$0.0003157,$0,$0
10,RBUNNY,"Oct 08, 2021",$0.0003289,$0.000331,$0.0003132,$0.0003142,$0,$0
11,RBUNNY,"Oct 07, 2021",$0.0003269,$0.0003382,$0.0003196,$0.0003289,$0,$0
12,RBUNNY,"Oct 06, 2021",$0.0003325,$0.0003326,$0.0003123,$0.0003267,$0,$0
13,RBUNNY,"Oct 05, 2021",$0.0003195,$0.0003328,$0.0003188,$0.0003325,$0,$0
14,RBUNNY,"Oct 04, 2021",$0.0003227,$0.0003228,$0.0003096,$0.0003194,$0,$0
15,RBUNNY,"Oct 03, 2021",$0.0003212,$0.0003274,$0.0003173,$0.0003228,$0,$0
16,RBUNNY,"Oct 02, 2021",$0.0003152,$0.0003279,$0.0003085,$0.000321,$0,$0
17,RBUNNY,"Oct 01, 2021",$0.0002894,$0.0003165,$0.0002869,$0.0003151,$0,$0
18,RBUNNY,"Sep 30, 2021",$0.0002753,$0.0002904,$0.0002744,$0.0002893,$0,$0
19,RBUNNY,"Sep 29, 2021",$0.0002495,$0.0002799,$0.0002492,$0.0002755,$0,$0
20,RBUNNY,"Sep 28, 2021",$0.0002527,$0.000258,$0.0002482,$0.0002497,$0,$0
21,RBUNNY,"Sep 27, 2021",$0.0002578,$0.0002672,$0.0002525,$0.0002527,$0,$0
22,RBUNNY,"Sep 26, 2021",$0.000263,$0.0002647,$0.0002413,$0.0002577,$0,$0
23,RBUNNY,"Sep 25, 2021",$0.0002661,$0.00027,$0.0002586,$0.0002631,$0,$0
24,RBUNNY,"Sep 24, 2021",$0.0002874,$0.0002883,$0.0002529,$0.0002658,$0,$0
25,RBUNNY,"Sep 23, 2021",$0.0002865,$0.0002904,$0.0002791,$0.0002875,$0,$0
26,RBUNNY,"Sep 22, 2021",$0.0002625,$0.0002875,$0.0002625,$0.0002863,"$4,095",$0
27,RBUNNY,"Sep 21, 2021",$0.0002707,$0.0002809,$0.0002605,$0.0002626,"$8,936",$0
28,RBUNNY,"Sep 20, 2021",$0.0003155,$0.0003161,$0.0002683,$0.000271,"$8,324",$0
29,RBUNNY,"Sep 19, 2021",$0.0003171,$0.0003237,$0.0003115,$0.0003164,$0,$0
30,RBUNNY,"Sep 18, 2021",$0.000313,$0.000324,$0.00031,$0.0003171,$0,$0
31,RBUNNY,"Sep 17, 2021",$0.0003275,$0.0003301,$0.0003109,$0.0003132,$0,$0
32,RBUNNY,"Sep 16, 2021",$0.0003328,$0.0003347,$0.0003217,$0.0003273,$0,$0
33,RBUNNY,"Sep 15, 2021",$0.0003202,$0.0003368,$0.0003177,$0.0003327,$0,$0
34,RBUNNY,"Sep 14, 2021",$0.0003114,$0.0003205,$0.0003081,$0.0003205,$0,$0
35,RBUNNY,"Sep 13, 2021",$0.0003303,$0.0003314,$0.0003034,$0.0003114,$0,$0
36,RBUNNY,"Sep 12, 2021",$0.000322,$0.0003357,$0.0003181,$0.0003303,"$11,591",$0
37,RBUNNY,"Sep 11, 2021",$0.0003535,$0.0003562,$0.0003214,$0.0003218,"$16,147",$0
38,RBUNNY,"Sep 10, 2021",$0.0003798,$0.0003952,$0.0003505,$0.0003535,"$10,796",$0
39,RBUNNY,"Sep 09, 2021",$0.0003725,$0.0003941,$0.0003669,$0.0003798,"$21,890",$0
40,RBUNNY,"Sep 08, 2021",$0.0004386,$0.0004449,$0.0003692,$0.000384,"$32,804",$0
41,RBUNNY,"Sep 07, 2021",$0.0005789,$0.0005863,$0.000426,$0.0004384,"$53,599",$0
42,RBUNNY,"Sep 06, 2021",$0.0006207,$0.0006321,$0.0005787,$0.0005787,"$336,438",$0
43,RBUNNY,"Sep 05, 2021",$0.000652,$0.0007855,$0.0006183,$0.0006205,"$345,435",$0
