,symbol,date,open,high,low,close,volume,marketCap
0,SMC,"Oct 19, 2021",$0.01116,$0.01224,$0.01109,$0.01221,$0,"$355,158"
1,SMC,"Oct 18, 2021",$0.01108,$0.01127,$0.0108,$0.01116,$0,"$324,795"
2,SMC,"Oct 17, 2021",$0.01096,$0.0111,$0.01065,$0.01108,$0,"$322,410"
3,SMC,"Oct 16, 2021",$0.01109,$0.01121,$0.01084,$0.01096,$0,"$318,822"
4,SMC,"Oct 15, 2021",$0.01032,$0.01173,$0.01024,$0.01109,$0,"$322,709"
5,SMC,"Oct 14, 2021",$0.004592,$0.0104,$0.004557,$0.01032,$0,"$300,228"
6,SMC,"Oct 13, 2021",$0.004483,$0.004615,$0.00435,$0.004593,$0,"$133,620"
7,SMC,"Oct 12, 2021",$0.008623,$0.008629,$0.004358,$0.004485,$0,"$130,475"
8,SMC,"Oct 11, 2021",$0.004382,$0.008669,$0.004362,$0.008619,$0,"$250,752"
9,SMC,"Oct 10, 2021",$0.004397,$0.004512,$0.004341,$0.004385,$0,"$127,559"
10,SMC,"Oct 09, 2021",$0.004317,$0.004432,$0.004299,$0.004397,$0,"$127,907"
11,SMC,"Oct 08, 2021",$0.004304,$0.004474,$0.004295,$0.004316,$0,"$125,568"
12,SMC,"Oct 07, 2021",$0.004429,$0.004429,$0.004282,$0.004304,$0,"$125,217"
13,SMC,"Oct 06, 2021",$0.004121,$0.004445,$0.004039,$0.004432,$0,"$128,923"
14,SMC,"Oct 05, 2021",$0.003929,$0.004147,$0.003926,$0.004119,$0,"$119,835"
15,SMC,"Oct 04, 2021",$0.003856,$0.003957,$0.003764,$0.003929,$0,"$114,294"
16,SMC,"Oct 03, 2021",$0.003817,$0.00393,$0.003773,$0.003855,$0,"$112,161"
17,SMC,"Oct 02, 2021",$0.003849,$0.003863,$0.003797,$0.003818,$0,"$111,084"
18,SMC,"Oct 01, 2021",$0.003503,$0.003875,$0.003466,$0.003851,$0,"$112,040"
19,SMC,"Sep 30, 2021",$0.003325,$0.003527,$0.003316,$0.003502,$0,"$101,886"
20,SMC,"Sep 29, 2021",$0.003283,$0.003404,$0.003266,$0.003323,$0,"$96,661"
21,SMC,"Sep 28, 2021",$0.003379,$0.003422,$0.003275,$0.003278,$0,"$95,364"
22,SMC,"Sep 27, 2021",$0.003457,$0.003545,$0.003375,$0.003379,$0,"$98,296"
23,SMC,"Sep 26, 2021",$0.003417,$0.003514,$0.003268,$0.003459,$0,"$100,622"
24,SMC,"Sep 25, 2021",$0.003427,$0.00344,$0.003341,$0.003417,$0,"$99,415"
25,SMC,"Sep 24, 2021",$0.003592,$0.003606,$0.003275,$0.003427,$0,"$99,707"
26,SMC,"Sep 23, 2021",$0.006534,$0.00657,$0.003449,$0.003592,$0,"$104,493"
27,SMC,"Sep 22, 2021",$0.006102,$0.006597,$0.006097,$0.006538,$0,"$190,191"
28,SMC,"Sep 21, 2021",$0.006427,$0.006541,$0.005968,$0.006104,$0,"$177,575"
29,SMC,"Sep 20, 2021",$0.007089,$0.007099,$0.00639,$0.006432,$0,"$187,109"
30,SMC,"Sep 19, 2021",$0.007242,$0.007249,$0.007038,$0.007091,$0,"$206,279"
31,SMC,"Sep 18, 2021",$0.00709,$0.007319,$0.007063,$0.007237,$0,"$210,537"
32,SMC,"Sep 17, 2021",$0.007168,$0.007224,$0.007025,$0.007084,$0,"$206,089"
33,SMC,"Sep 16, 2021",$0.007708,$0.007758,$0.007062,$0.007167,$0,"$208,488"
34,SMC,"Sep 15, 2021",$0.007535,$0.007752,$0.007484,$0.007708,$0,"$224,232"
35,SMC,"Sep 14, 2021",$0.007194,$0.007555,$0.00716,$0.007532,$0,"$219,110"
36,SMC,"Sep 13, 2021",$0.00737,$0.007456,$0.006975,$0.007195,$0,"$209,298"
37,SMC,"Sep 12, 2021",$0.007232,$0.007418,$0.007166,$0.007376,$0,"$214,577"
38,SMC,"Sep 11, 2021",$0.007181,$0.007355,$0.007171,$0.007229,$0,"$210,311"
39,SMC,"Sep 10, 2021",$0.007423,$0.007525,$0.007095,$0.007179,$0,"$208,859"
40,SMC,"Sep 09, 2021",$0.007326,$0.007562,$0.007307,$0.00742,$0,"$215,868"
41,SMC,"Sep 08, 2021",$0.00749,$0.007573,$0.00713,$0.007375,$0,"$214,539"
42,SMC,"Sep 07, 2021",$0.007895,$0.007928,$0.006493,$0.007491,$0,"$217,930"
43,SMC,"Sep 06, 2021",$0.007763,$0.007905,$0.007658,$0.007897,$0,"$229,742"
44,SMC,"Sep 05, 2021",$0.007492,$0.00778,$0.007431,$0.007762,$0,"$225,814"
45,SMC,"Sep 04, 2021",$0.007504,$0.007582,$0.007432,$0.007492,$0,"$217,942"
46,SMC,"Sep 03, 2021",$0.007399,$0.007647,$0.007258,$0.007506,$0,"$218,358"
47,SMC,"Sep 02, 2021",$0.007327,$0.007552,$0.007298,$0.007401,$0,"$215,306"
48,SMC,"Sep 01, 2021",$0.007075,$0.007367,$0.006984,$0.007329,$0,"$213,208"
49,SMC,"Aug 31, 2021",$0.007058,$0.007228,$0.007013,$0.007072,$0,"$205,724"
50,SMC,"Aug 30, 2021",$0.007324,$0.007339,$0.007043,$0.007049,$0,"$205,053"
51,SMC,"Aug 29, 2021",$0.007335,$0.007447,$0.007189,$0.007324,$0,"$213,056"
52,SMC,"Aug 28, 2021",$0.007359,$0.007393,$0.007275,$0.007336,$0,"$213,425"
53,SMC,"Aug 27, 2021",$0.00845,$0.008734,$0.007231,$0.007352,$0,"$213,890"
54,SMC,"Aug 26, 2021",$0.008813,$0.008883,$0.008353,$0.008449,$0,"$245,802"
55,SMC,"Aug 25, 2021",$0.008587,$0.008857,$0.008489,$0.008813,$0,"$256,385"
56,SMC,"Aug 24, 2021",$0.008918,$0.008978,$0.008584,$0.008596,$0,"$250,071"
57,SMC,"Aug 23, 2021",$0.008878,$0.009087,$0.008833,$0.008916,$0,"$259,386"
58,SMC,"Aug 22, 2021",$0.008803,$0.008905,$0.008676,$0.00888,$0,"$258,326"
59,SMC,"Aug 21, 2021",$0.008881,$0.008949,$0.008696,$0.008807,$0,"$256,212"
60,SMC,"Aug 20, 2021",$0.008409,$0.008882,$0.008397,$0.008882,$0,"$258,377"
