symbol,date,open,high,low,close,volume,marketCap
AENS,"Oct 29, 2021",$0.003731,$0.003821,$0.003666,$0.003771,"$283,400",$0
AENS,"Oct 28, 2021",$0.003457,$0.003794,$0.003421,$0.003731,"$265,269",$0
AENS,"Oct 27, 2021",$0.003371,$0.00453,$0.003265,$0.003459,"$258,651",$0
AENS,"Oct 26, 2021",$0.003384,$0.003522,$0.003363,$0.003371,"$273,182",$0
AENS,"Oct 25, 2021",$0.003404,$0.003481,$0.003323,$0.003383,"$277,468",$0
AENS,"Oct 24, 2021",$0.003401,$0.003435,$0.003277,$0.003405,"$283,254",$0
AENS,"Oct 23, 2021",$0.003283,$0.003406,$0.00309,$0.0034,"$264,726",$0
AENS,"Oct 22, 2021",$0.003331,$0.003486,$0.003252,$0.003283,"$269,225",$0
AENS,"Oct 21, 2021",$0.003497,$0.003833,$0.003333,$0.003333,"$208,302",$0
AENS,"Oct 20, 2021",$0.003383,$0.003549,$0.003346,$0.003495,"$170,598",$0
AENS,"Oct 19, 2021",$0.003422,$0.003452,$0.003258,$0.003382,"$150,414",$0
AENS,"Oct 18, 2021",$0.00326,$0.00344,$0.003259,$0.003422,"$164,061",$0
AENS,"Oct 17, 2021",$0.003393,$0.003512,$0.003195,$0.003261,"$199,463",$0
AENS,"Oct 16, 2021",$0.003174,$0.003495,$0.003154,$0.003394,"$121,078",$0
AENS,"Oct 15, 2021",$0.003504,$0.003568,$0.003144,$0.003175,"$266,019",$0
AENS,"Oct 14, 2021",$0.003409,$0.003522,$0.00326,$0.003505,"$212,642",$0
AENS,"Oct 13, 2021",$0.003513,$0.003533,$0.003294,$0.003409,"$256,787",$0
AENS,"Oct 12, 2021",$0.003484,$0.003551,$0.003219,$0.003514,"$237,551",$0
AENS,"Oct 11, 2021",$0.003421,$0.003586,$0.003203,$0.003482,"$101,149",$0
AENS,"Oct 10, 2021",$0.003529,$0.00355,$0.003282,$0.003423,"$162,235",$0
AENS,"Oct 09, 2021",$0.00324,$0.003679,$0.003146,$0.003529,"$159,525",$0
AENS,"Oct 08, 2021",$0.00489,$0.005825,$0.003196,$0.003239,"$224,234",$0
AENS,"Oct 07, 2021",$0.003878,$0.00489,$0.003493,$0.00489,"$19,472",$0
AENS,"Oct 06, 2021",$0.003686,$0.003984,$0.003493,$0.003881,"$87,319",$0
AENS,"Oct 05, 2021",$0.003707,$0.00383,$0.003655,$0.003685,"$160,110",$0
AENS,"Oct 04, 2021",$0.003882,$0.003924,$0.003618,$0.003707,"$282,410",$0
AENS,"Oct 03, 2021",$0.003853,$0.004114,$0.003799,$0.003881,"$55,138",$0
AENS,"Oct 02, 2021",$0.003932,$0.003935,$0.003786,$0.003854,"$155,720",$0
AENS,"Oct 01, 2021",$0.003612,$0.004396,$0.003562,$0.003933,"$84,798",$0
AENS,"Sep 30, 2021",$0.003558,$0.003838,$0.003476,$0.003612,"$83,827",$0
AENS,"Sep 29, 2021",$0.003386,$0.003751,$0.003289,$0.003555,"$43,753",$0
AENS,"Sep 28, 2021",$0.004338,$0.005001,$0.003101,$0.003383,"$85,918",$0
AENS,"Sep 27, 2021",$0.005986,$0.005993,$0.00306,$0.004337,"$35,789",$0
AENS,"Sep 26, 2021",$0.003116,$0.006829,$0.002798,$0.00599,"$15,663",$0
AENS,"Sep 25, 2021",$0.003067,$0.003165,$0.002947,$0.003118,"$21,303",$0
AENS,"Sep 24, 2021",$0.00317,$0.003333,$0.00293,$0.003068,"$116,442",$0
AENS,"Sep 23, 2021",$0.003166,$0.00318,$0.003003,$0.003171,"$40,366",$0
AENS,"Sep 22, 2021",$0.002963,$0.003192,$0.002961,$0.003166,"$28,643",$0
AENS,"Sep 21, 2021",$0.003029,$0.003177,$0.002907,$0.002957,"$14,476",$0
AENS,"Sep 20, 2021",$0.003314,$0.003359,$0.00301,$0.003033,"$69,029",$0
AENS,"Sep 19, 2021",$0.003427,$0.003483,$0.003269,$0.003314,"$5,840",$0
