name,symbol,logo,historicalFile,url
Deeper Network,DPR,DPR.png,DPR.csv,/currencies/deeper-network/
Boson Protocol,BOSON,BOSON.png,BOSON.csv,/currencies/boson-protocol/
 Network,LTO,LTO.png,LTO.csv,/currencies/lto-network/
Beam,BEAM,BEAM.png,BEAM.csv,/currencies/beam/
,NFTX,NFTX.png,NFTX.csv,/currencies/nftx/
Flamingo,FLM,FLM.png,FLM.csv,/currencies/flamingo/
Divi,DIVI,DIVI.png,DIVI.csv,/currencies/divi/
ReddCoin,RDD,RDD.png,RDD.csv,/currencies/redd/
SuperFarm,SUPER,SUPER.png,SUPER.csv,/currencies/superfarm/
xDai,STAKE,STAKE.png,STAKE.csv,/currencies/xdai/
Alpha Quark Token,AQT,AQT.png,AQT.csv,/currencies/alpha-quark-token/
,RMRK,RMRK.png,RMRK.csv,/currencies/rmrk/
Bluzelle,BLZ,BLZ.png,BLZ.csv,/currencies/bluzelle/
Hoge Finance,HOGE,HOGE.png,HOGE.csv,/currencies/hoge-finance/
Rai Reflex Index,RAI,RAI.png,RAI.csv,/currencies/rai/
Groestlcoin,GRS,GRS.png,GRS.csv,/currencies/groestlcoin/
Seedify.fund,SFUND,SFUND.png,SFUND.csv,/currencies/seedify-fund/
VideoCoin,VID,VID.png,VID.csv,/currencies/videocoin/
Waltonchain,WTC,WTC.png,WTC.csv,/currencies/waltonchain/
SifChain,erowan,erowan.png,erowan.csv,/currencies/sifchain/
Tornado Cash,TORN,TORN.png,TORN.csv,/currencies/torn/
EFFORCE,WOZX,WOZX.png,WOZX.csv,/currencies/efforce/
Contentos,COS,COS.png,COS.csv,/currencies/contentos/
Flux,FLUX,FLUX.png,FLUX.csv,/currencies/zel/
GameFi,GAFI,GAFI.png,GAFI.csv,/currencies/gamefi/
Maple,MPL,MPL.png,MPL.csv,/currencies/maple/
Hydra,HYDRA,HYDRA.png,HYDRA.csv,/currencies/hydra/
Ambire AdEx,ADX,ADX.png,ADX.csv,/currencies/adx-net/
ShareToken,SHR,SHR.png,SHR.csv,/currencies/sharetoken/
VerusCoin,VRSC,VRSC.png,VRSC.csv,/currencies/veruscoin/
Assemble Protocol,ASM,ASM.png,ASM.csv,/currencies/assemble-protocol/
,DAD,DAD.png,DAD.csv,/currencies/dad/
Paris Saint-Germain Fan Token,PSG,PSG.png,PSG.csv,/currencies/paris-saint-germain-fan-token/
Tiger King,TKING,TKING.png,TKING.csv,/currencies/tiger-king/
Qcash,QC,QC.png,QC.csv,/currencies/qcash/
Marlin,POND,POND.png,POND.csv,/currencies/marlin/
Dego Finance,DEGO,DEGO.png,DEGO.csv,/currencies/dego-finance/
 Network,BEPRO,BEPRO.png,BEPRO.csv,/currencies/bepro-network/
Burger Swap,BURGER,BURGER.png,BURGER.csv,/currencies/burger-swap/
Liquity,LQTY,LQTY.png,LQTY.csv,/currencies/liquity/
,SUKU,SUKU.png,SUKU.csv,/currencies/suku/
 Protocol,FIO,FIO.png,FIO.csv,/currencies/fio-protocol/
Phantasma,SOUL,SOUL.png,SOUL.csv,/currencies/phantasma/
MultiVAC,MTV,MTV.png,MTV.csv,/currencies/multivac/
BitMart Token,BMX,BMX.png,BMX.csv,/currencies/bitmart-token/
GoMining token,GMT,GMT.png,GMT.csv,/currencies/gomining-token/
Steem Dollars,SBD,SBD.png,SBD.csv,/currencies/steem-dollars/
Samoyedcoin,SAMO,SAMO.png,SAMO.csv,/currencies/samoyedcoin/
Dusk Network,DUSK,DUSK.png,DUSK.csv,/currencies/dusk-network/
Selfkey,KEY,KEY.png,KEY.csv,/currencies/selfkey/
MovieBloc,MBL,MBL.png,MBL.csv,/currencies/moviebloc/
Aurox,URUS,URUS.png,URUS.csv,/currencies/urus/
PowerPool,CVP,CVP.png,CVP.csv,/currencies/powerpool/
Aleph.im,ALEPH,ALEPH.png,ALEPH.csv,/currencies/aleph-im/
Auto,AUTO,AUTO.png,AUTO.csv,/currencies/auto/
APE,NFT,NFT.png,NFT.csv,/currencies/apenft/
Kava Swap,SWP,SWP.png,SWP.csv,/currencies/kava-swap/
Bytecoin,BCN,BCN.png,BCN.csv,/currencies/bytecoin-bcn/
Darma Cash,DMCH,DMCH.png,DMCH.csv,/currencies/darma-cash/
DigixDAO,DGD,DGD.png,DGD.csv,/currencies/digixdao/
Metronome,MET,MET.png,MET.csv,/currencies/metronome/
 Protocol,BTU,BTU.png,BTU.csv,/currencies/btu-protocol/
Keep3rV1,KP3R,KP3R.png,KP3R.csv,/currencies/keep3rv1/
Glitch,GLCH,GLCH.png,GLCH.csv,/currencies/glitch/
Neutrino Token,NSBT,NSBT.png,NSBT.csv,/currencies/neutrino-system-base-token/
,GNY,GNY.png,GNY.csv,/currencies/gny/
Rubic,RBC,RBC.png,RBC.csv,/currencies/rubic/
Maro,MARO,MARO.png,MARO.csv,/currencies/maro/
Dock,DOCK,DOCK.png,DOCK.csv,/currencies/dock/
MetisDAO,METIS,METIS.png,METIS.csv,/currencies/metisdao/
saffron.finance,SFI,SFI.png,SFI.csv,/currencies/saffron-finance/
unFederalReserve,eRSDL,eRSDL.png,eRSDL.csv,/currencies/unfederalreserve/
CumRocket,CUMMIES,CUMMIES.png,CUMMIES.csv,/currencies/cumrocket/
FirmaChain,FCT,FCT.png,FCT.csv,/currencies/firmachain/
Moss Coin,MOC,MOC.png,MOC.csv,/currencies/moss-coin/
FC Barcelona Fan Token,BAR,BAR.png,BAR.csv,/currencies/fc-barcelona-fan-token/
Counterparty,XCP,XCP.png,XCP.csv,/currencies/counterparty/
ForTube,FOR,FOR.png,FOR.csv,/currencies/the-force-protocol/
Hacken Token,HAI,HAI.png,HAI.csv,/currencies/hackenai/
,NULS,NULS.png,NULS.csv,/currencies/nuls/
Covalent,CQT,CQT.png,CQT.csv,/currencies/covalent/
Polkadex,PDEX,PDEX.png,PDEX.csv,/currencies/polkadex/
Venus BUSD,vBUSD,vBUSD.png,vBUSD.csv,/currencies/venus-busd/
BNBPay,BPAY,BPAY.png,BPAY.csv,/currencies/bnbpay/
SingularityDAO,SDAO,SDAO.png,SDAO.csv,/currencies/singularitydao/
YIELD App,YLD,YLD.png,YLD.csv,/currencies/yield-app/
Ariva,ARV,ARV.png,ARV.csv,/currencies/ariva/
 Protocol,DSLA,DSLA.png,DSLA.csv,/currencies/dsla-protocol/
Nimiq,NIM,NIM.png,NIM.csv,/currencies/nimiq/
Super Zero Protocol,SERO,SERO.png,SERO.csv,/currencies/super-zero-protocol/
Reflexer Ungovernance Token,FLX,FLX.png,FLX.csv,/currencies/reflexer-ungovernance-token/
GameZone,GZONE,GZONE.png,GZONE.csv,/currencies/gamezone/
Monsta Infinite,MONI,MONI.png,MONI.csv,/currencies/monsta-infinite/
Manchester City Fan Token,CITY,CITY.png,CITY.csv,/currencies/manchester-city-fan-token/
Crust Network,CRU,CRU.png,CRU.csv,/currencies/crustnetwork/
Dragonchain,DRGN,DRGN.png,DRGN.csv,/currencies/dragonchain/
FaraLand,FARA,FARA.png,FARA.csv,/currencies/faraland/
Valobit,VBIT,VBIT.png,VBIT.csv,/currencies/valobit/
,CUDOS,CUDOS.png,CUDOS.csv,/currencies/cudos/
coin,CUT,CUT.png,CUT.csv,/currencies/cutcoin/
 Datalink,VIDT,VIDT.png,VIDT.csv,/currencies/vidt-datalink/
,KARMA,KARMA.png,KARMA.csv,/currencies/karma-eos/
Mithril,MITH,MITH.png,MITH.csv,/currencies/mithril/
Veritaseum,VERI,VERI.png,VERI.csv,/currencies/veritaseum/
Impossible Decentralized Incubator Access,IDIA,IDIA.png,IDIA.csv,/currencies/impossible-decentralized-incubator-access/
,HAPI,HAPI.png,HAPI.csv,/currencies/hapi-one/
,REVV,REVV.png,REVV.csv,/currencies/revv/
Lossless,LSS,LSS.png,LSS.csv,/currencies/lossless/
 Network,PAID,PAID.png,PAID.csv,/currencies/paid-network/
Invictus Hyperion Fund,IHF,IHF.png,IHF.csv,/currencies/invictus-hyperion-fund/
Soda Coin,SOC,SOC.png,SOC.csv,/currencies/soda-coin/
BOSAGORA,BOA,BOA.png,BOA.csv,/currencies/bosagora/
Wing Finance,WING,WING.png,WING.csv,/currencies/wing/
Bitrue Coin,BTR,BTR.png,BTR.csv,/currencies/bitrue-coin/
MimbleWimbleCoin,MWC,MWC.png,MWC.csv,/currencies/mimblewimblecoin/
Pendle,PENDLE,PENDLE.png,PENDLE.csv,/currencies/pendle/
VIMworld,VEED,VEED.png,VEED.csv,/currencies/vimworld/
Raiden Network Token,RDN,RDN.png,RDN.csv,/currencies/raiden-network-token/
Atari Token,ATRI,ATRI.png,ATRI.csv,/currencies/atari-token/
AirSwap,AST,AST.png,AST.csv,/currencies/airswap/
mStable USD,MUSD,MUSD.png,MUSD.csv,/currencies/mstable-usd/
CoinLoan,CLT,CLT.png,CLT.csv,/currencies/coinloan/
TOKEN,LA,LA.png,LA.csv,/currencies/latoken/
Cortex,CTXC,CTXC.png,CTXC.csv,/currencies/cortex/
Zano,ZANO,ZANO.png,ZANO.csv,/currencies/zano/
Sologenic,SOLO,SOLO.png,SOLO.csv,/currencies/sologenic/
Populous,PPT,PPT.png,PPT.csv,/currencies/populous/
Everest,ID,ID.png,ID.csv,/currencies/everest/
BEN,QI,QI.png,QI.csv,/currencies/benqi/
GoChain,GO,GO.png,GO.csv,/currencies/gochain/
Growth DeFi,GRO,GRO.png,GRO.csv,/currencies/growthdefi/
Skey Network,SKEY,SKEY.png,SKEY.csv,/currencies/smartkey/
Spartan Protocol,SPARTA,SPARTA.png,SPARTA.csv,/currencies/spartan-protocol/
The Midas Touch Gold,TMTG,TMTG.png,TMTG.csv,/currencies/the-midas-touch-gold/
ools,DEXT,DEXT.png,DEXT.csv,/currencies/dextools/
Eden,EDEN,EDEN.png,EDEN.csv,/currencies/archer-dao-governance-token/
SpiritSwap,SPIRIT,SPIRIT.png,SPIRIT.csv,/currencies/spiritswap/
SparkPoint,SRK,SRK.png,SRK.csv,/currencies/sparkpoint/
Ferrum Network,FRM,FRM.png,FRM.csv,/currencies/ferrum-network/
Convergence,CONV,CONV.png,CONV.csv,/currencies/convergence/
Phoenix Global,PHB,PHB.png,PHB.csv,/currencies/phoenix-global/
Oxen,OXEN,OXEN.png,OXEN.csv,/currencies/oxen/
Chain Guardians,CGG,CGG.png,CGG.csv,/currencies/chain-guardians/
pNetwork,PNT,PNT.png,PNT.csv,/currencies/pnetwork/
Lattice Token,LTX,LTX.png,LTX.csv,/currencies/lattice-token/
Vesper,VSP,VSP.png,VSP.csv,/currencies/vesper/
StableXSwap,STAX,STAX.png,STAX.csv,/currencies/stablexswap/
Obyte,GBYTE,GBYTE.png,GBYTE.csv,/currencies/obyte/
Kylin,KYL,KYL.png,KYL.csv,/currencies/kylin/
BLE,PIB,PIB.png,PIB.csv,/currencies/pibble/
TerraKRW,KRT,KRT.png,KRT.csv,/currencies/terra-krw/
 Protocol,GET,GET.png,GET.csv,/currencies/get-protocol/
Massnet,MASS,MASS.png,MASS.csv,/currencies/massnet/
Gifto,GTO,GTO.png,GTO.csv,/currencies/gifto/
Cindicator,CND,CND.png,CND.csv,/currencies/cindicator/
Umbrella Network,UMB,UMB.png,UMB.csv,/currencies/umbrella-network/
WaykiChain,WICC,WICC.png,WICC.csv,/currencies/waykichain/
Aragon Court,ANJ,ANJ.png,ANJ.csv,/currencies/aragon-court/
Bitball Treasure,BTRS,BTRS.png,BTRS.csv,/currencies/bitball-treasure/
DxChain Token,DX,DX.png,DX.csv,/currencies/dxchain-token/
,KCCPAD,KCCPAD.png,KCCPAD.csv,/currencies/kccpad/
NFTb,NFTB,NFTB.png,NFTB.csv,/currencies/nftb/
Grin,GRIN,GRIN.png,GRIN.csv,/currencies/grin/
ETHPad,ETHPAD,ETHPAD.png,ETHPAD.csv,/currencies/ethpad/
BABB,BAX,BAX.png,BAX.csv,/currencies/babb/
Chrono.tech,TIME,TIME.png,TIME.csv,/currencies/chrono-tech/
Rainicorn,RAINI,RAINI.png,RAINI.csv,/currencies/rainicorn/
PolkaFoundry,PKF,PKF.png,PKF.csv,/currencies/polkafoundry/
Arianee,ARIA20,ARIA20.png,ARIA20.csv,/currencies/arianee-protocol/
1irstcoin,FST,FST.png,FST.csv,/currencies/1irstcoin/
,ASTA,ASTA.png,ASTA.csv,/currencies/asta/
Santiment Network Token,SAN,SAN.png,SAN.csv,/currencies/santiment/
88mph,MPH,MPH.png,MPH.csv,/currencies/88mph/
Hiblocks,HIBS,HIBS.png,HIBS.csv,/currencies/hiblocks/
Polkamarkets,POLK,POLK.png,POLK.csv,/currencies/polkamarkets/
 Network,AIOZ,AIOZ.png,AIOZ.csv,/currencies/aioz-network/
LikeCoin,LIKE,LIKE.png,LIKE.csv,/currencies/likecoin/
UniLend,UFT,UFT.png,UFT.csv,/currencies/unilend/
Huobi Pool Token,HPT,HPT.png,HPT.csv,/currencies/huobi-pool-token/
Ethereum Push Notification Service,PUSH,PUSH.png,PUSH.csv,/currencies/epns/
Orion Money,ORION,ORION.png,ORION.csv,/currencies/orion-money/
Validity,VAL,VAL.png,VAL.csv,/currencies/validity/
Permission Coin,ASK,ASK.png,ASK.csv,/currencies/permission-coin/
Vertcoin,VTC,VTC.png,VTC.csv,/currencies/vertcoin/
Venus USDT,vUSDT,vUSDT.png,vUSDT.csv,/currencies/venus-usdt/
,WELL,WELL.png,WELL.csv,/currencies/well-token/
Measurable Data Token,MDT,MDT.png,MDT.csv,/currencies/measurable-data-token/
Navcoin,NAV,NAV.png,NAV.csv,/currencies/nav-coin/
 Token,BUX,BUX.png,BUX.csv,/currencies/bux-token/
Mirrored Tesla,mTSLA,mTSLA.png,mTSLA.csv,/currencies/mirrored-tesla/
,DIGG,DIGG.png,DIGG.csv,/currencies/digg/
#MetaHash,MHC,MHC.png,MHC.csv,/currencies/metahash/
Freeway Token,FWT,FWT.png,FWT.csv,/currencies/freeway-token/
Solrise Finance,SLRS,SLRS.png,SLRS.csv,/currencies/solrise-finance/
Ternoa,CAPS,CAPS.png,CAPS.csv,/currencies/ternoa/
UniLayer,LAYER,LAYER.png,LAYER.csv,/currencies/unilayer/
BitKan,KAN,KAN.png,KAN.csv,/currencies/bitkan/
Vega Protocol,VEGA,VEGA.png,VEGA.csv,/currencies/vegaprotocol/
BLOCKv,VEE,VEE.png,VEE.csv,/currencies/blockv/
Student Coin,STC,STC.png,STC.csv,/currencies/student-coin/
DXdao,DXD,DXD.png,DXD.csv,/currencies/dxdao/
Callisto Network,CLO,CLO.png,CLO.csv,/currencies/callisto-network/
Atletico De Madrid Fan Token,ATM,ATM.png,ATM.csv,/currencies/atletico-de-madrid-fan-token/
Mirrored Microsoft,mMSFT,mMSFT.png,mMSFT.csv,/currencies/mirrored-microsoft/
Wirex Token,WXT,WXT.png,WXT.csv,/currencies/wirex-token/
Mirrored Invesco QQQ Trust,mQQQ,mQQQ.png,mQQQ.csv,/currencies/mirrored-invesco-qqq-trust/
HyperCash,HC,HC.png,HC.csv,/currencies/hypercash/
Kryll,KRL,KRL.png,KRL.csv,/currencies/kryll/
,BTSE,BTSE.png,BTSE.csv,/currencies/btse/
Bankera,BNK,BNK.png,BNK.csv,/currencies/bankera/
Unisocks,SOCKS,SOCKS.png,SOCKS.csv,/currencies/unisocks/
AntiMatter,MATTER,MATTER.png,MATTER.csv,/currencies/antimatter/
Refinable,FINE,FINE.png,FINE.csv,/currencies/refinable/
,USDK,USDK.png,USDK.csv,/currencies/usdk/
FIBOS,FO,FO.png,FO.csv,/currencies/fibos/
ZeroSwap,ZEE,ZEE.png,ZEE.csv,/currencies/zeroswap/
TokenClub,TCT,TCT.png,TCT.csv,/currencies/tokenclub/
Mirrored iShares Silver Trust,mSLV,mSLV.png,mSLV.csv,/currencies/mirrored-ishares-silver-trust/
Morpheus Labs,MITX,MITX.png,MITX.csv,/currencies/morpheus-labs/
MileVerse,MVC,MVC.png,MVC.csv,/currencies/mileverse/
Galatasaray Fan Token,GAL,GAL.png,GAL.csv,/currencies/galatasaray-fan-token/
AC Milan Fan Token,ACM,ACM.png,ACM.csv,/currencies/ac-milan-fan-token/
Mirrored Netflix,mNFLX,mNFLX.png,mNFLX.csv,/currencies/mirrored-netflix/
Mirrored Amazon,mAMZN,mAMZN.png,mAMZN.csv,/currencies/mirrored-amazon/
Drep [new],DREP,DREP.png,DREP.csv,/currencies/drep-new/
Mirrored Apple,mAAPL,mAAPL.png,mAAPL.csv,/currencies/mirrored-apple/
Bholdus,BHO,BHO.png,BHO.csv,/currencies/bholdus/
 Protocol,NEST,NEST.png,NEST.csv,/currencies/nest-protocol/
Hermez Network,HEZ,HEZ.png,HEZ.csv,/currencies/hermez-network/
Shapeshift  Token,FOX,FOX.png,FOX.csv,/currencies/fox-token/
Pangolin,PNG,PNG.png,PNG.csv,/currencies/pangolin/
,OAX,OAX.png,OAX.csv,/currencies/oax/
Juggernaut,JGN,JGN.png,JGN.csv,/currencies/juggernaut/
MixMarvel,MIX,MIX.png,MIX.csv,/currencies/mixmarvel/
Mirrored United States Oil Fund,mUSO,mUSO.png,mUSO.csv,/currencies/mirrored-united-states-oil-fund/
Oxbull.tech,OXB,OXB.png,OXB.csv,/currencies/oxbull-tech/
Synthetify,SNY,SNY.png,SNY.csv,/currencies/synthetify/
Venus Reward Token,VRT,VRT.png,VRT.csv,/currencies/venus-reward-token/
Adshares,ADS,ADS.png,ADS.csv,/currencies/adshares/
VelasPad,VLXPAD,VLXPAD.png,VLXPAD.csv,/currencies/velaspad/
Skycoin,SKY,SKY.png,SKY.csv,/currencies/skycoin/
DEAPcoin,DEP,DEP.png,DEP.csv,/currencies/deapcoin/
InsurAce,INSUR,INSUR.png,INSUR.csv,/currencies/insurace/
SafeCoin,SAFE,SAFE.png,SAFE.csv,/currencies/safecoin/
Darwinia Network,RING,RING.png,RING.csv,/currencies/darwinia-network/
Cocos-BCX,COCOS,COCOS.png,COCOS.csv,/currencies/cocos-bcx/
Nebulas,NAS,NAS.png,NAS.csv,/currencies/nebulas-token/
Exeedme,XED,XED.png,XED.csv,/currencies/exeedme/
Mirrored Twitter,mTWTR,mTWTR.png,mTWTR.csv,/currencies/mirrored-twitter/
,DOGGY,DOGGY.png,DOGGY.csv,/currencies/doggy/
Signum,SIGNA,SIGNA.png,SIGNA.csv,/currencies/signum/
,QASH,QASH.png,QASH.csv,/currencies/qash/
Cirus Foundation,CIRUS,CIRUS.png,CIRUS.csv,/currencies/cirus-foundation/
Neblio,NEBL,NEBL.png,NEBL.csv,/currencies/neblio/
Xeno Token,XNO,XNO.png,XNO.csv,/currencies/xeno-token/
Lotto,LOTTO,LOTTO.png,LOTTO.csv,/currencies/lotto/
,ZEON,ZEON.png,ZEON.csv,/currencies/zeon/
Mirrored Alibaba,mBABA,mBABA.png,mBABA.csv,/currencies/mirrored-alibaba/
Civilization,CIV,CIV.png,CIV.csv,/currencies/civilization/
Cardstack,CARD,CARD.png,CARD.csv,/currencies/cardstack/
Unifty,NIF,NIF.png,NIF.csv,/currencies/unifty/
MILC Platform,MLT,MLT.png,MLT.csv,/currencies/milc-platform/
Quiztok,QTCON,QTCON.png,QTCON.csv,/currencies/quiztok/
Unicly CryptoPunks Collection,UPUNK,UPUNK.png,UPUNK.csv,/currencies/unicly-cryptopunks-collection/
Curate,XCUR,XCUR.png,XCUR.csv,/currencies/curate/
suterusu,SUTER,SUTER.png,SUTER.csv,/currencies/suterusu/
Namecoin,NMC,NMC.png,NMC.csv,/currencies/namecoin/
EpiK Protocol,EPK,EPK.png,EPK.csv,/currencies/epik-protocol/
Binamon,BMON,BMON.png,BMON.csv,/currencies/binamon/
 Protocol,WOM,WOM.png,WOM.csv,/currencies/wom-protocol/
dForce,DF,DF.png,DF.csv,/currencies/dforce/
Lithium,LITH,LITH.png,LITH.csv,/currencies/lithium/
Pacoca,PACOCA,PACOCA.png,PACOCA.csv,/currencies/pacoca/
STEM CELL COIN,SCC,SCC.png,SCC.csv,/currencies/stem-cell-coin/
,ERC20,ERC20.png,ERC20.csv,/currencies/erc20/
 Group,LABS,LABS.png,LABS.csv,/currencies/labs-group/
Stratos,STOS,STOS.png,STOS.csv,/currencies/stratos/
Particl,PART,PART.png,PART.csv,/currencies/particl/
dHedge DAO,DHT,DHT.png,DHT.csv,/currencies/dhedge-dao/
,FOAM,FOAM.png,FOAM.csv,/currencies/foam/
 Coin,FREE,FREE.png,FREE.csv,/currencies/free-coin/
AppCoins,APPC,APPC.png,APPC.csv,/currencies/appcoins/
Saito,SAITO,SAITO.png,SAITO.csv,/currencies/saito/
Idavoll Network,IDV,IDV.png,IDV.csv,/currencies/idavoll-network/
Cryptocean,CRON,CRON.png,CRON.csv,/currencies/cryptocean/
Waves Enterprise,WEST,WEST.png,WEST.csv,/currencies/waves-enterprise/
Konomi Network,KONO,KONO.png,KONO.csv,/currencies/konomi-network/
Mirrored iShares Gold Trust,mIAU,mIAU.png,mIAU.csv,/currencies/mirrored-ishares-gold-trust/
Stafi,FIS,FIS.png,FIS.csv,/currencies/stafi/
BetU,BETU,BETU.png,BETU.csv,/currencies/betu/
,K21,K21.png,K21.csv,/currencies/k21/
DeGate,DG,DG.png,DG.csv,/currencies/degate/
Grid+,GRID,GRID.png,GRID.csv,/currencies/grid/
Trias Token (new),TRIAS,TRIAS.png,TRIAS.csv,/currencies/trias-token/
Pickle Finance,PICKLE,PICKLE.png,PICKLE.csv,/currencies/pickle-finance/
Finxflo,FXF,FXF.png,FXF.csv,/currencies/finxflo/
,GYEN,GYEN.png,GYEN.csv,/currencies/gyen/
Lamden,TAU,TAU.png,TAU.csv,/currencies/lamden/
Safe Haven,SHA,SHA.png,SHA.csv,/currencies/safe-haven/
TE-FOOD,TONE,TONE.png,TONE.csv,/currencies/te-food/
Nxt,NXT,NXT.png,NXT.csv,/currencies/nxt/
Float Protocol,BANK,BANK.png,BANK.csv,/currencies/float-protocol/
Infinity PAD,IPAD,IPAD.png,IPAD.csv,/currencies/infinity-pad/
Dovu,DOV,DOV.png,DOV.csv,/currencies/dovu/
GamerCoin,GHX,GHX.png,GHX.csv,/currencies/gamercoin/
Seascape Crowns,CWS,CWS.png,CWS.csv,/currencies/crowns/
Modefi,MOD,MOD.png,MOD.csv,/currencies/modefi/
Electric Vehicle Zone,EVZ,EVZ.png,EVZ.csv,/currencies/electric-vehicle-zone/
Insights Network,INSTAR,INSTAR.png,INSTAR.csv,/currencies/insights-network/
Juventus Fan Token,JUV,JUV.png,JUV.csv,/currencies/juventus-fan-token/
 [Lighthouse],USDX,USDX.png,USDX.csv,/currencies/usdx-lighthouse/
Dora Factory,DORA,DORA.png,DORA.csv,/currencies/dora-factory/
Peony,PNY,PNY.png,PNY.csv,/currencies/peony/
Talken,TALK,TALK.png,TALK.csv,/currencies/talken/
Smart ,MFG,MFG.png,MFG.csv,/currencies/smart-mfg/
Lambda,LAMB,LAMB.png,LAMB.csv,/currencies/lambda/
Metaverse ,ETP,ETP.png,ETP.csv,/currencies/metaverse/
Tokenomy,TEN,TEN.png,TEN.csv,/currencies/tokenomy/
Attila,ATT,ATT.png,ATT.csv,/currencies/attila/
Venus SXP,vSXP,vSXP.png,vSXP.csv,/currencies/vsxp/
Nash,NEX,NEX.png,NEX.csv,/currencies/nash-exchange/
Deri Protocol,DERI,DERI.png,DERI.csv,/currencies/deri-protocol/
PolySwarm,NCT,NCT.png,NCT.csv,/currencies/polyswarm/
Etherisc  Token,DIP,DIP.png,DIP.csv,/currencies/etherisc/
King DAG,KDAG,KDAG.png,KDAG.csv,/currencies/king-dag/
0Chain,ZCN,ZCN.png,ZCN.csv,/currencies/0chain/
Bread,BRD,BRD.png,BRD.csv,/currencies/bread/
FortKnoxster,FKX,FKX.png,FKX.csv,/currencies/fortknoxster/
Venus LINK,vLINK,vLINK.png,vLINK.csv,/currencies/venus-link/
,ICHI,ICHI.png,ICHI.csv,/currencies/ichi/
 Coin,TNC,TNC.png,TNC.csv,/currencies/tnc-coin/
Dexlab,DXL,DXL.png,DXL.csv,/currencies/dexlab/
Mirrored ProShares VIX,mVIXY,mVIXY.png,mVIXY.csv,/currencies/mirrored-proshares-vix-short-term-futures-etf/
ProBit Token,PROB,PROB.png,PROB.csv,/currencies/probit-token/
,TEMCO,TEMCO.png,TEMCO.csv,/currencies/temco/
,SALT,SALT.png,SALT.csv,/currencies/salt/
Swingby,SWINGBY,SWINGBY.png,SWINGBY.csv,/currencies/swingby/
GoCrypto Token,GOC,GOC.png,GOC.csv,/currencies/gocrypto-token/
,CYCLUB,CYCLUB.png,CYCLUB.csv,/currencies/cyclub/
Aurora,AOA,AOA.png,AOA.csv,/currencies/aurora/
Robonomics.network,XRT,XRT.png,XRT.csv,/currencies/robonomics-network/
e-Money,NGM,NGM.png,NGM.csv,/currencies/e-money-coin/
Stakenet,XSN,XSN.png,XSN.csv,/currencies/stakenet/
,ROOBEE,ROOBEE.png,ROOBEE.csv,/currencies/roobee/
Kalata,KALA,KALA.png,KALA.csv,/currencies/kalata/
GAMB,GMB,GMB.png,GMB.csv,/currencies/gamb/
,SIX,SIX.png,SIX.csv,/currencies/six/
Venus LTC,vLTC,vLTC.png,vLTC.csv,/currencies/venus-ltc/
BitZ Token,BZ,BZ.png,BZ.csv,/currencies/bit-z-token/
Circuits of Value,COVAL,COVAL.png,COVAL.csv,/currencies/circuits-of-value/
Nafter,NAFT,NAFT.png,NAFT.csv,/currencies/nafter/
,VIDY,VIDY.png,VIDY.csv,/currencies/vidy/
Genesis Vision,GVT,GVT.png,GVT.csv,/currencies/genesis-vision/
mStable Governance Token: Meta (),MTA,MTA.png,MTA.csv,/currencies/meta/
DECOIN,DTEP,DTEP.png,DTEP.csv,/currencies/decoin/
Wownero,WOW,WOW.png,WOW.csv,/currencies/wownero/
,EUNO,EUNO.png,EUNO.csv,/currencies/euno/
Everex,EVX,EVX.png,EVX.csv,/currencies/everex/
Idle,IDLE,IDLE.png,IDLE.csv,/currencies/idle/
RioDeFi,RFUEL,RFUEL.png,RFUEL.csv,/currencies/rio-defi/
Oraichain Token,ORAI,ORAI.png,ORAI.csv,/currencies/oraichain-token/
SafeMoon Inu,SMI,SMI.png,SMI.csv,/currencies/safemoon-inu/
Cashaa,CAS,CAS.png,CAS.csv,/currencies/cashaa/
Atomic Wallet Coin,AWC,AWC.png,AWC.csv,/currencies/atomic-wallet-coin/
Observer,OBSR,OBSR.png,OBSR.csv,/currencies/observer/
Bridge Mutual,BMI,BMI.png,BMI.csv,/currencies/bridge-mutual/
Tixl,TXL,TXL.png,TXL.csv,/currencies/tixl-new/
Epic Cash,EPIC,EPIC.png,EPIC.csv,/currencies/epic-cash/
AS Roma Fan Token,ASR,ASR.png,ASR.csv,/currencies/as-roma-fan-token/
Agoras,AGRS,AGRS.png,AGRS.csv,/currencies/agoras-tokens/
Arcblock,ABT,ABT.png,ABT.csv,/currencies/arcblock/
SolFarm,TULIP,TULIP.png,TULIP.csv,/currencies/solfarm/
CyberFi Token,CFi,CFi.png,CFi.csv,/currencies/cyberfi/
BitForex Token,BF,BF.png,BF.csv,/currencies/bitforex-token/
Only1,LIKE,LIKE.png,LIKE.csv,/currencies/only1/
Galaxy Heroes Coin,GHC,GHC.png,GHC.csv,/currencies/galaxyheroescoin/
,ARMOR,ARMOR.png,ARMOR.csv,/currencies/armor/
Moeda Loyalty Points,MDA,MDA.png,MDA.csv,/currencies/moeda-loyalty-points/
Quantum Resistant Ledger,QRL,QRL.png,QRL.csv,/currencies/quantum-resistant-ledger/
Fenerbahçe Token,FB,FB.png,FB.csv,/currencies/fenerbahce-token/
,USDJ,USDJ.png,USDJ.csv,/currencies/usdj/
Factom,FCT,FCT.png,FCT.csv,/currencies/factom/
Dfyn Network,DFYN,DFYN.png,DFYN.csv,/currencies/dfyn-network/
